Category,text
Feelings,"Well, the word game, I was a little frustrated because I couldn't get one of the words like kept on going over another letter and that's every time I get on the Internet, and I have trouble finding something."
Feelings,"Well, the fire is going and so I'm Feelings very relaxed. What was they doing last time. Again, just sort of hanging out at home, not doing a whole lot anything but just Feelings relaxed."
Feelings,I was a little frustrated because it wouldn't take a couple of my words racquetball. I don't know I get frustrated and then I get over it.
Feelings,"A story. Oh well, I like to do the word search in the paper finding all the different words. Normally I just go through and see what words pop up and see if it matches with the list that they have. So there you go. I don’t know just waiting for something to happen. I guess I just get impatient."
Feelings,"I don’t know what to say for a story. I, like the word search a lot better. I think I got the balloon figured out now. It's just sort of repetitive doing it. The word search was fun. I’m relaxed. No idea."
Feelings,"The balloon one's getting to be hectic, to say the least. You know you can go 50 pretty safely on that one, but it’s sort of boring. And word search still fun. So I noticed that some of the words that I’ve seen there are not registering. Even though I'm pretty sure shirt and shorts are articles of clothing. Oh, I don’t know I suppose that I guess i'm thinking about the word search some things that aren't quite working right so that's a little bit annoying."
Feelings,It sort of feels like Sunday afternoon or Sunday morning. I'm just doing some silly puzzle taking up time. Just wasting time playing with the phone mostly.
Feelings,"“I don’t know what I should be looking for, but I’m gonna try it again, maybe something will pop up that I didn’t notice before.” So it’s frustrating and you feel dumb, but you want to continue, so you try to shove your frustration aside and continue, hopefully, you’ll hit upon something that can help you find what you were looking for."
Feelings,"The Feelings that I felt was primarily frustration, ashamed that I didn’t know the answer to whatever question that was before me, and then elation when I came upon the, the actual [indiscernible] to solve the problem. And if I didn’t solve the problem then I carried that Feelings of sadness with me, so that’s basically it, Rava."
Feelings,"I mean it’s just something that you want to complete but yet you’re Feelings somewhat frustrated, but you still want to continue on with it because you think it’s a worthwhile goal to at least learn the sequences because they are necessary because it is uh, the goal is to be able to do the movements and yet at the same time you’re trying to go from your conscious mind to the unconscious."
Feelings,"said it’s at the beginning of any new task you have to continue to, don’t get too frustrated, but just continue the steps and hopefully your memory will retain everything that you need to do. That’s about the closest I could say, there’s frustration there but you still know you need to – you repeat it as much as you have to until you get comfortable with it."
Feelings,"So that’s, that’s frustrating and uh but yea you want them to get it but at the same time if someone is willful and not really, I mean if I explain something to you once and it seems like you got it and then the next day you come to me with the same question as though you don’t remember what I told you before, so I think that’s about as close to how I feel, it is frustrating, it’s frustrating."
Feelings,"And hopefully if you got a good memory you can retain the old Information and you’re not worried so much about it so you can concentrate on the new stuff, so you won’t feel as frustrated and hopefully you develop some good study habits that can incorporate the new stuff, new Information that you’re gonna be exposed to. And uh as time goes on, as with everything, for the most part, things get a little better, you don’t get as frustrated you don’t feel as anxious about it, and I would say that concludes the story"
Feelings,"I’m not great with computers but um no matter what it is on the screen that you’re looking at, if I’ve done it before, with the computer you feel like you’re on a time limit, and if you don’t exactly make the right connections do the particular task on the screen quickly enough, you think you’re gonna lose what you’re looking for. Or you hit the wrong thing on that particular screen because there’s so much visual stuff on there, everything has a meaning and that’s frustrating. "
Feelings,"Even here for me, time and time again and I still feel frustrated, anxious about uh when I get online with it. And I think that’s about as close to it as ever, no matter how familiar with the task, it’s still something there that I’m not sure what’s going on. And that concludes the story"
Feelings,"Um, comfortable, put me at ease, familiar, a little dark for me, could’ve had a little more
light but it was calming, I would say I felt okay. Like my home or someone else’s home that someone
invited me into."
Feelings,"I’m still a little standoffish and I’m always wary, I mean I try to trust them but I still got my
doubts you know if something goes wrong, okay well, I expect ..."
Feelings,"I could say I’m not too crazy about those, but in this instance with the ones I was exposed to there I was able to get more than I thought I would. So, it all depends on what the word I was searching for, that related to the uh, the keyword, um, so that wasn’t too bad. "
Feelings,"If I understood, I really wasn’t that worried, it didn’t bother me at all but that balloon thing I liked that one, I could work with that. But the other thing, hmm, I didn’t care, I didn’t have to move on to another screen like I said the other ones it didn’t really help I said eh it ain’t gonna work there."
Feelings,"It just gets frustrating when you think like oh, you know, and it’s fun, and I wouldn’t mind trying it more, you know. "
Feelings,"Somewhat because I know you were listening in as I was responding to...um Rava and uh when it was asking me you know come up with a story you know and come up with how I felt about the adjectives, describe that stuff like that I knew he was listening to my answers so that was a little stressful you know. "
Feelings,"So I was trying to put it off to the side but it did add a to the stress, when I answered Rava and I was trying to make sure I understood what the question was and what the answer was, you know, that kind of thing that was one level of stressful"
