Category,text
Thoughts,"The second game in particular, on certain games reminded me of when I was talking with someone and I knew that what I was saying was correct and they kept saying no, no, this is not correct. I'm not acknowledging that you are correct. As there were words in the last game and the musical instrument game, where I was putting in a word that was clearly a word, and it was not recognized so that was pretty irritating. That's all"
Thoughts,"I guess a similar thing where you're you're saying something or putting something together, that is correct, and it is not being acknowledged as such so you just move on, sometimes to something else. That's it."
Thoughts,"Again on the second game I was having a few instances once again of finding a word that was correct, and it was not showing up and I just decided well, this is part of this test, so I just moved on, instead of trying it multiple times, I tried it a couple times, and if it didn't take, then I just moved on figuring this is part of the test. That's it. "
Thoughts,"I guess when something is working part of the time, and not working, another part of the time I just have to make the decision to move on either to another game or in an instance that is not this, quitting or moving on to something else. That's it."
Thoughts,"The first game is mildly interesting, the second game is more interesting, not only because of words, but of words that fit the category that, for whatever reason don't get acknowledged and so it becomes sort of a test of how."
Thoughts,"Well, I guess the word search just kind of reminds me of getting up and doing the paper every morning."
Thoughts,"The balloon game game is well, I actually just bought a balloon inflator for my grandchildren, so the game kind of reminds me of how long can you hold the balloon on the inflator before it pops. It's a bit of a challenge. "
Thoughts,"Well, I can't really think of a story, I guess, I feel like the word search game it's a very predictable thing, so I mean I guess similar to a predictable job. The balloon game seems to throw a lot of punches. I'm not sure that the capacity of the balloon within a given game and color is always the same."
Thoughts,"So I guess I could equate that to some aspect of life, where you really can't seem to get ahead because the rules don't make a lot of sense. Well, maybe it's like watching the impeachment trial. Everything seems so obvious and yet people don't really buy it or the hearings today."
Thoughts,"Oh it's maybe like playing with my three grandchildren. Each one likes a different type of game. The older one would like the word game. The younger two would definitely like the balloon game and they would probably attempt to pop them every time. Well, right at the moment, my sciatica is flaring up so I guess the same as every other time it flares up it gets a little uncomfortable."
Thoughts,"I guess it's a little bit like trying to catch tadpoles with your hands. As soon as you think you have it, it's gone.The reflection on the water and the movement of the border sort of distort the location of the tadpole. We were splashing around in this little bitty pond, I guess you'd say and trying to catch those tadpoles with our hands and being really frustrated. And, unlike this word game I didn't get a single one. I'm Feelings relaxed. I can't recall anything happening."
Thoughts,"When I was a child, and I would come across crossword puzzle books. They've always been fun. This time it was a little challenging but I always enjoyed these types of puzzles when I was a child, so it reminded me of my childhood. I'm very chill and relaxed. This happens all the time, for me, so the last time would have been I don't know sometime today, I suppose, but I feel very comfortable. I’m engaged and enjoying my time here."
Thoughts,"The balloon game reminds me of throwing darts at the balloon at the fair. Pretty much it takes me back to my childhood and the balloon popping is a sound that I absolutely cannot stand. But I find when the balloon pops, what I don't like it, there's no sound accompanying it and that's fine so it's better that way. The puzzle game it's it's looking for clues it's fun. The balloon game is fast, but the puzzle game, in my opinion, is more fun, so I feel like a kid again having having fun with the puzzles."
Thoughts,"I suppose in some way the balloon popping kind of reminds me Easter egg hunt. I want to go as fast as I can, and get as much as I can at the same time.The puzzles actually take me back to high school when we would be in study hall and we'd hide the crossword puzzle book smaller than most text, in the textbook so the teacher wouldn’t see it, and then we play there. I just remembered that. "
Thoughts,"I can remember playing these types of games back when it seemed like we got more snow in this area, and you were bound to the house and really I mean there wasn't distractions that there are now. My brother and I would have these booklets, I can't remember who made them but, my mom would get them for us. There was always crossword puzzles also, there were more crossword puzzles than word searches. The books that my mom got us were actually these types of puzzles. The diagonal ones seem to be more difficult today for me. The balloon popping is, I blew up a lot of balloons as a child, with air it always bothered me when they pop but with water, it was just all in the fun so. I fell asleep. "
Thoughts,"I'm having trouble finding a story to tell. The last time I had to figure something out. Probably the last time I had to strategize for something, but I can't think of anything."
Thoughts,"I would say, I felt a little hurried, so I would say, when I was trying to get dinner ready for a dinner party and time was running out. Yes. When I was trying to get ready for a dinner party, I felt hurried. Rushed, that’s how I feel now"
Thoughts,"I would say, I felt irritated when it was not working. When I was watching a movie and the cable went out and I couldn't finish the movie."
Thoughts,"I want to say, well, another country with a friend of mine, we made some fish that we had caught and I put the fish villains in the garbage disposal and plugged it."
Thoughts,"And the balloon, I don't know a story like balloons or blowing up balloons, I don't know is that a party on Saturday and there are lots of balloons and they kept flying so that was pretty funny."
Thoughts,"I was thinking about music I play the flute when I was a kid. Right that's it. Music, I like listening to music lot, but that's really not a story it's just a thing."
Thoughts,"And I like plan, well let's see the block thing it is sort of like if it's like a gambling thing I suppose I like gambling meaning in regards to when I used to. "
Thoughts,"And the balloon game, balloons it still reminds me try to blow up a balloon and every time I did it I don't i'm not giving it."
Thoughts,"Well last thing I did was fruit and that reminds me of well, one of the words mango, mango reminds me of trips I took with my best friend Mary. And the balloon thing, blue blue is my favorite color and reminds me of the water."
Thoughts,"I just blew up a bunch of balloons yesterday for the fourth of July, so I think the balloon one just reminded me of me actually blowing up balloons."
Thoughts,"I think it was the last time that I did the word search, the puzzle book and I was in the hospital and I stayed on the puzzle until I found them all. So that's kind of what I was Feelings, remembering at the time."
Thoughts,"The word search game kept on messing up on me, so I would say that it was sometimes like playing solitaire on the computer and you know, whenever the machine messes up on you."
Thoughts,"I think I'm concentrating on the games, a little bit more, so I really don't have a story to share that. reminded me during that play session. Not really. I mean, I was concentrating on the game, not on what I'm Feelings."
Thoughts,"A story. Oh well, I like to do the word search in the paper finding all the different words. Normally I just go through and see what words pop up and see if it matches with the list that they have. So there you go. I don’t know just waiting for something to happen. I guess I just get impatient."
Thoughts,"I don’t know what to say for a story. I, like the word search a lot better. I think I got the balloon figured out now. It's just sort of repetitive doing it. The word search was fun. I’m relaxed. No idea."
Thoughts,"The balloon one's getting to be hectic, to say the least. You know you can go 50 pretty safely on that one, but it’s sort of boring. And word search still fun. So I noticed that some of the words that I’ve seen there are not registering. Even though I'm pretty sure shirt and shorts are articles of clothing. Oh, I don’t know I suppose that I guess i'm thinking about the word search some things that aren't quite working right so that's a little bit annoying."
Thoughts,"to me it seems like it reminds me of... going through a particular [indiscernible] where you’re learning where you’re first learning it, you make mistakes, you repeat the patterns and you’re frustrated when you get to a point you can’t remember the next sequence."
Thoughts,"I would say, first things that comes to mind, is um, just like at school and you’re studying for a test, any test no matter what the subject, and you think you’re doing well, and it comes to being shown new Information that hopefully backs up the old Information and you’re trying to fit it so that for the next upcoming test you’re trying to improve upon the score because you know that the new test is coming up, and it’s gonna reflect all the past Information that, from before like a month or two before."
Thoughts,"And you want to retain as much as possible and you’re wondering how much you need to devote to the new Information that you got at hand versus the old Information um and that you, and the more you’re familiar with the old Information, you may not necessarily have to be that specific, maybe, um. So that you can be free to concentrate on the new stuff"
Thoughts,"I’m not great with computers but um no matter what it is on the screen that you’re looking at, if I’ve done it before, with the computer you feel like you’re on a time limit, and if you don’t exactly make the right connections do the particular task on the screen quickly enough, you think you’re gonna lose what you’re looking for. Or you hit the wrong thing on that particular screen because there’s so much visual stuff on there, everything has a meaning and that’s frustrating. "
Thoughts,"since I don’t use smart devices I have a friend, she has a smart phone, an android, I don’t know what you call it, so I interact with it so I have some, and what’s the name of that uh... Alexa yea? She has that I think that’s what that is, and I’ve been interacting with that"
Thoughts,"I’ve been interacting with that so I’m comfortable with it so um that’s basically my... it kind of helped me with that a machine answering and responding to me and stuff. Other than that, the closest thing is sci-fi movies, I see how they interact with the computers and stuff blah blah blah, so at least I’m not, I’m familiar, just not I just don’t have the practice with it you know, the ease like other people who either own the devices or grew up with"
Thoughts,"you know the younger people, who started talking to these devices that you know respond to them and they know what to expect and stuff"
Thoughts,"So a lot of these devices unless you are a researcher, you doing high level thinking where you have a lot of Information and you trying to be aware of the world and you use that in whatever context, like you said, uh university student or you a professor or something like that. I mean all this new Information all these devices that can help you with that, that’s great. "
Thoughts,"Me? A. I’m retired, I have a lot of interests but I’m from the old school, if I can’t get the Information from the books I have on hand, and the internet I’m more challenged by than anything else so I can’t get everything I want so um, would it help me? Not necessarily, but, that’s another thing."
Thoughts,"It was pretty well actually, I mean for someone to just my first time interacting with it. It seems pretty intuitive like you don’t have to do much you don’t have to ... you can talk straightforward it’s just a matter of getting used to it. You just have to make sure the language you use the words that you choose are you know it seems like it picks up the way you’re talking to it and as long as you understand the basis I guess, uh like I said with instructions and practice it becomes easier to use it becomes more intuitive. You talk to it as though you’re talking to an actual person you know, I know you know the answer no matter me formulating the right question and stuff."
Thoughts,"Yea I thought about that, and I thought you know what the next category might be even more difficult than the one that’s, that’s why I tended to stay on the same one. I tried that strategy that one time and it didn’t necessarily work that well so I though you know what I’ll just stick with what I got. I don’t care if I don’t, I mean ... I just stick to what I got in front of me. "
Thoughts,"And I would say to myself, it’s happening now, now now now, and I would go back down, I think I can ... it’s so weird not to go back to my original strategy. And that’s basically to me that’s how I was doing it"
Thoughts,"Overall to tell you the truth yea, I mean from the first one and I didn’t understand and like I said you had to get used to it and the more I did, the more I played, and the more I thought about it, because what happened is you get into a cycle"
Thoughts,And a lot of folks especially kids they see the bigger these games so they’re used to the quick thinking thing and supposedly that’s how they teach some young recruits in the army and stuff with these games. They’re used to the games and stuff so they um tailor the training to that and those that are used to the arcade games and the first person shoot games and all that role playing games and stuff they already got their minds set up they got that neural connection and stuff so they’re used to that
Thoughts,"Older people like me, you know, we’re used to real life shooting you know not games and stuff or real life situations where we have to respond to you know something like that. So for me I could understand the concept of using games and stuff like that, it’s just, it’s new, like I said I like the newness of it, I like the newness of the tablet that you’re using and stuff."
Thoughts,"That kind of thing, I could get used to seeing myself using something like that. Or incorporating it into either my daily life or maybe not daily but more than I normally would if I had something like that. So um it’s just gives you another way of thinking and uh seeing things and processing ... uh, like I said [indiscernible] as far as I’m concerned but like I said it’s still an active experience so there’s some benefits there."
Thoughts,"I mean it’s one thing to be in a room by yourself and you know that no one knows you’re in the room, then again, put a camera and someone tells you there’s a camera, and it’s observing you that’s stress right there that’s number one right there. And then he can hear what you’re saying that’s stress number two, each additional attention to your conscious aware, take that back, your awareness will increase with each additional, um, something you have to be aware of. And that transacts into stress. And some people, well you handle it in different ways you can be nonchalant about it and say it’s not important but it’s still there."
Thoughts,I suppose I like gambling meaning in regards to when I used to
